SceneObject,HierarchyPath,Primitive,Category,Material,Rank,CandidateAsset,Kind,Score,Reason
"Foliage1","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage1","Sphere","foliage","Mat_JungleLeaves",5,"Assets/TerrainSampleAssets/Prefabs/Bush_A.prefab","Prefab",55,"semantic:bush; foliage-category"
"Foliage2","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage2","Sphere","foliage","Mat_JungleLeaves",1,"Assets/Art/Environment/Plants/Plant_TropicalBush.prefab","Prefab",65,"semantic:bush; foliage-category; project-art"
"Foliage2","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage2","Sphere","foliage","Mat_JungleLeaves",2,"Assets/FlipGameDev/Terrain&GrassPack/Art/Meshes/Bush_Mesh.fbx","Model",55,"semantic:bush; foliage-category"
"Foliage2","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage2","Sphere","foliage","Mat_JungleLeaves",3,"Assets/FlipGameDev/Terrain&GrassPack/Prefabs/MeshBillboard/Bush_Mesh.prefab","Prefab",55,"semantic:bush; foliage-category"
"Foliage2","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage2","Sphere","foliage","Mat_JungleLeaves",4,"Assets/HD_Jungle_Assets/Jungle/HD_Jungle_Bush_01.prefab","Prefab",55,"semantic:bush; foliage-category"
"Foliage2","[--- 01_ENVIRONMENT ---]/Plant_TropicalBush/Foliage2","Sphere","foliage","Mat_JungleLeaves",5,"Assets/TerrainSampleAssets/Prefabs/Bush_A.prefab","Prefab",55,"semantic:bush; foliage-category"
"Platform_Jump_01","[--- 01_ENVIRONMENT ---]/Platform_Jump_01","Cube","environment","Mat_Wood_Platform",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Platform_Jump_01","[--- 01_ENVIRONMENT ---]/Platform_Jump_01","Cube","environment","Mat_Wood_Platform",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Platform_Jump_01","[--- 01_ENVIRONMENT ---]/Platform_Jump_01","Cube","environment","Mat_Wood_Platform",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Platform_Jump_01","[--- 01_ENVIRONMENT ---]/Platform_Jump_01","Cube","environment","Mat_Wood_Platform",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Platform_Jump_01","[--- 01_ENVIRONMENT ---]/Platform_Jump_01","Cube","environment","Mat_Wood_Platform",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Platform_Jump_02","[--- 01_ENVIRONMENT ---]/Platform_Jump_02","Cube","environment","Mat_Wood_Platform",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Platform_Jump_02","[--- 01_ENVIRONMENT ---]/Platform_Jump_02","Cube","environment","Mat_Wood_Platform",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Platform_Jump_02","[--- 01_ENVIRONMENT ---]/Platform_Jump_02","Cube","environment","Mat_Wood_Platform",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Platform_Jump_02","[--- 01_ENVIRONMENT ---]/Platform_Jump_02","Cube","environment","Mat_Wood_Platform",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Platform_Jump_02","[--- 01_ENVIRONMENT ---]/Platform_Jump_02","Cube","environment","Mat_Wood_Platform",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Platform_Vine_Landing","[--- 01_ENVIRONMENT ---]/Platform_Vine_Landing","Cube","prop","Mat_Jungle_Ground",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:vine; project-art"
"Platform_Vine_Landing","[--- 01_ENVIRONMENT ---]/Platform_Vine_Landing","Cube","prop","Mat_Jungle_Ground",2,"Assets/Art/Props/Prop_ClimbableVine.prefab","Prefab",35,"semantic:vine; project-art"
"Platform_Vine_Landing","[--- 01_ENVIRONMENT ---]/Platform_Vine_Landing","Cube","prop","Mat_Jungle_Ground",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Platform_Vine_Landing","[--- 01_ENVIRONMENT ---]/Platform_Vine_Landing","Cube","prop","Mat_Jungle_Ground",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Platform_Vine_Landing","[--- 01_ENVIRONMENT ---]/Platform_Vine_Landing","Cube","prop","Mat_Jungle_Ground",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"VineStem","[--- 01_ENVIRONMENT ---]/Prop_ClimbableVine/VineStem","Cylinder","prop","Mat_JungleLeaves",1,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",35,"semantic:vine; project-art"
"VineStem","[--- 01_ENVIRONMENT ---]/Prop_ClimbableVine/VineStem","Cylinder","prop","Mat_JungleLeaves",2,"Assets/Art/Props/Prop_ClimbableVine.prefab","Prefab",35,"semantic:vine; project-art"
"VineStem","[--- 01_ENVIRONMENT ---]/Prop_ClimbableVine/VineStem","Cylinder","prop","Mat_JungleLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"VineStem","[--- 01_ENVIRONMENT ---]/Prop_ClimbableVine/VineStem","Cylinder","prop","Mat_JungleLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"VineStem","[--- 01_ENVIRONMENT ---]/Prop_ClimbableVine/VineStem","Cylinder","prop","Mat_JungleLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"LogCylinder","[--- 01_ENVIRONMENT ---]/Prop_HollowFallenLog/LogCylinder","Cylinder","prop","Mat_JungleWood",1,"Assets/Art/Props/Prop_HollowFallenLog.prefab","Prefab",35,"semantic:log; project-art"
"LogCylinder","[--- 01_ENVIRONMENT ---]/Prop_HollowFallenLog/LogCylinder","Cylinder","prop","Mat_JungleWood",2,"Assets/HD_Jungle_Assets/wood+trunk/HD_Wood_FallenLog_01.prefab","Prefab",25,"semantic:log"
"LogCylinder","[--- 01_ENVIRONMENT ---]/Prop_HollowFallenLog/LogCylinder","Cylinder","prop","Mat_JungleWood",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"LogCylinder","[--- 01_ENVIRONMENT ---]/Prop_HollowFallenLog/LogCylinder","Cylinder","prop","Mat_JungleWood",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"LogCylinder","[--- 01_ENVIRONMENT ---]/Prop_HollowFallenLog/LogCylinder","Cylinder","prop","Mat_JungleWood",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",1,"Assets/Art/Environment/Rocks/Rock_MossyBoulder.prefab","Prefab",90,"semantic:rock; semantic:boulder; rock-category; project-art"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",2,"Assets/Art/Environment/Rocks/Rock_CliffFormation.prefab","Prefab",65,"semantic:rock; rock-category; project-art"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",3,"Assets/Art/Environment/Rocks/Rock_FloatingIsland.prefab","Prefab",65,"semantic:rock; rock-category; project-art"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",4,"Assets/FlipGameDev/Terrain&GrassPack/Art/Meshes/Rocks/Rock_1.fbx","Model",55,"semantic:rock; rock-category"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",5,"Assets/FlipGameDev/Terrain&GrassPack/Art/Meshes/Rocks/Rock_10.fbx","Model",55,"semantic:rock; rock-category"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",1,"Assets/Art/Environment/Rocks/Rock_MossyBoulder.prefab","Prefab",90,"semantic:rock; semantic:boulder; rock-category; project-art"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",2,"Assets/Art/Environment/Rocks/Rock_CliffFormation.prefab","Prefab",65,"semantic:rock; rock-category; project-art"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",3,"Assets/Art/Environment/Rocks/Rock_FloatingIsland.prefab","Prefab",65,"semantic:rock; rock-category; project-art"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",4,"Assets/FlipGameDev/Terrain&GrassPack/Art/Meshes/Rocks/Rock_1.fbx","Model",55,"semantic:rock; rock-category"
"Mesh","[--- 01_ENVIRONMENT ---]/Rock_MossyBoulder/Mesh","Sphere","rock","Mat_MossyRock",5,"Assets/FlipGameDev/Terrain&GrassPack/Art/Meshes/Rocks/Rock_10.fbx","Model",55,"semantic:rock; rock-category"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_0","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_0","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_1","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_1","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_2","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_2","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",1,"Assets/Art/Environment/HD/Trees/HD_Tree_CoconutPalm_01.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",2,"Assets/Art/Environment/Trees/Tree_CoconutPalm.prefab","Prefab",90,"semantic:tree; semantic:palm; tree-category; project-art"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Fir/forestpack_tree_fir_tall.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Leaf/Normal/forestpack_tree_1_leaf_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
"Frond_3","[--- 01_ENVIRONMENT ---]/Tree_CoconutPalm/Frond_3","Cube","tree","Mat_PalmLeaves",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Tree/Treestump/forestpack_tree_stump_1.prefab","Prefab",75,"semantic:tree; tree-category; high-quality"
